Re,alpha_deg,CL,CD,CM
87060.51,-29.100937,-0.886996,0.31358302,0.09061578
83594.37,-29.100937,-0.88702977,0.3136184,0.09050997
79805.18,-29.100937,-0.887056,0.31365526,0.09038721
75729.43,-29.100937,-0.88709867,0.3136821,0.09024681
71406.375,-29.100937,-0.88718975,0.31368285,0.09008694
66877.65,-29.100937,-0.88736176,0.31364748,0.08990656
62186.86,-29.100937,-0.88762,0.31358498,0.08970685
57379.188,-29.100937,-0.8879377,0.3135281,0.08949496
52500.93,-29.100937,-0.8882907,0.31351322,0.08928581
47599.07,-29.100937,-0.88868916,0.3135737,0.089096524
42720.812,-29.100937,-0.8891331,0.31377727,0.08893357
37913.14,-29.100937,-0.88958347,0.31421235,0.0887751
33222.35,-29.100937,-0.8898595,0.31494933,0.088562466
28693.623,-29.100937,-0.88986295,0.31603038,0.08825217
24370.568,-29.100937,-0.8901229,0.3175128,0.08791049
20294.82,-29.100937,-0.89125204,0.31964055,0.08767186
16505.63,-29.100937,-0.8932013,0.32200053,0.087720454
13039.491,-29.100937,-0.89562297,0.32509398,0.08843329
9929.784,-29.100937,-0.9028311,0.32912767,0.09098685
7206.456,-29.100937,-0.92228436,0.33582276,0.09849997
4895.735,-29.100937,-0.89627004,0.33056116,0.10967024
3019.874,-29.100937,-0.83334965,0.30561414,0.09493433
1596.9388,-29.100937,-0.8376801,0.3065649,0.09084825
640.6333,-29.100937,-0.87364984,0.3381562,0.087074496
160.16696,-29.100937,-0.68425107,0.46720952,0.045725122
99939.836,-29.675295,-0.90138113,0.31806356,0.09534074
99459.37,-29.675295,-0.90139174,0.31806403,0.09532738
98503.06,-29.675295,-0.9014132,0.3180654,0.09530072
97080.125,-29.675295,-0.90144527,0.31806874,0.0952609
95204.266,-29.675295,-0.9014861,0.31807494,0.09520769
92893.55,-29.675295,-0.9015348,0.31808618,0.09514099
90170.22,-29.675295,-0.9015866,0.31810492,0.09506071
87060.51,-29.675295,-0.90163743,0.3181334,0.094966486
83594.37,-29.675295,-0.90168786,0.31817165,0.09485793
79805.18,-29.675295,-0.90174466,0.31821465,0.09473517
75729.43,-29.675295,-0.9018298,0.31825185,0.09459732
71406.375,-29.675295,-0.90197515,0.3182658,0.09444289
66877.65,-29.675295,-0.90221035,0.3182432,0.09426876
62186.86,-29.675295,-0.9025346,0.3181869,0.094071925
57379.188,-29.675295,-0.9029074,0.3181275,0.093854845
52500.93,-29.675295,-0.9032727,0.31811014,0.09362845
47599.07,-29.675295,-0.9036231,0.3181693,0.0934101
42720.812,-29.675295,-0.90397716,0.3183599,0.09320904
37913.14,-29.675295,-0.9043292,0.31877005,0.09300597
33222.35,-29.675295,-0.90454936,0.31947446,0.09275182
28693.623,-29.675295,-0.9045106,0.3205238,0.09241028
24370.568,-29.675295,-0.9046589,0.32196546,0.092034295
20294.82,-29.675295,-0.905727,0.32402694,0.09175533
16505.63,-29.675295,-0.9077182,0.3264258,0.091758505
13039.491,-29.675295,-0.91017413,0.32946637,0.09236071
9929.784,-29.675295,-0.91683114,0.33344483,0.09469639
7206.456,-29.675295,-0.93592846,0.3401116,0.10178073
4895.735,-29.675295,-0.914308,0.33666098,0.113369584
3019.874,-29.675295,-0.84968466,0.31065163,0.0992301
1596.9388,-29.675295,-0.85277843,0.31086963,0.094996944
640.6333,-29.675295,-0.8886551,0.3425075,0.0910952
160.16696,-29.675295,-0.68967587,0.47088993,0.048056673
99939.836,-29.963863,-0.9085515,0.32030484,0.09750132
99459.37,-29.963863,-0.90856063,0.32030484,0.09748749
98503.06,-29.963863,-0.9085804,0.3203053,0.09745978
97080.125,-29.963863,-0.90860915,0.32030722,0.09741826
95204.266,-29.963863,-0.9086466,0.32031217,0.09736302
92893.55,-29.963863,-0.9086932,0.32032195,0.09729422
90170.22,-29.963863,-0.9087454,0.32033953,0.09721166
87060.51,-29.963863,-0.9087999,0.32036763,0.097115375
83594.37,-29.963863,-0.9088587,0.32040605,0.09700549
79805.18,-29.963863,-0.9089316,0.3204518,0.09688224
75729.43,-29.963863,-0.90903944,0.32049277,0.09674542
71406.375,-29.963863,-0.90921295,0.32051355,0.09659365
66877.65,-29.963863,-0.9094808,0.3204981,0.09642269
62186.86,-29.963863,-0.90983915,0.320447,0.09622775
57379.188,-29.963863,-0.9102416,0.3203884,0.09600906
52500.93,-29.963863,-0.9106185,0.32037014,0.09577479
47599.07,-29.963863,-0.91094804,0.3204302,0.09554219
42720.812,-29.963863,-0.9112542,0.32061687,0.09532128
37913.14,-29.963863,-0.9115493,0.3210171,0.0950946
33222.35,-29.963863,-0.9117322,0.3217074,0.094817676
28693.623,-29.963863,-0.9116701,0.32274178,0.09445912
24370.568,-29.963863,-0.9117613,0.32416582,0.09406535
20294.82,-29.963863,-0.9127857,0.32618985,0.09376607
16505.63,-29.963863,-0.9147897,0.3286082,0.09374627
13039.491,-29.963863,-0.917277,0.3316163,0.094298646
9929.784,-29.963863,-0.9236696,0.3355805,0.09653188
7206.456,-29.963863,-0.94256693,0.34221938,0.10341636
4895.735,-29.963863,-0.923226,0.33972868,0.11516873
3019.874,-29.963863,-0.8576982,0.31315008,0.10134651
1596.9388,-29.963863,-0.86013967,0.31299692,0.09703336
640.6333,-29.963863,-0.8960079,0.34464878,0.09307151
160.16696,-29.963863,-0.69238925,0.4727211,0.049190186
