alpha_deg,Re,CL,CD,CM
-29.100937,87060.51,-0.84257346,0.3243536,0.075913526
-29.100937,83594.37,-0.8425488,0.32436234,0.07580961
-29.100937,79805.18,-0.84249496,0.32435867,0.075682566
-29.100937,75729.43,-0.8424288,0.32433608,0.07553119
-29.100937,71406.375,-0.8423831,0.32429257,0.07535767
-29.100937,66877.65,-0.8423931,0.32423705,0.07516991
-29.100937,62186.86,-0.842499,0.32418892,0.07498192
-29.100937,57379.188,-0.8427441,0.3241671,0.07481099
-29.100937,52500.93,-0.8431471,0.32420146,0.07467114
-29.100937,47599.07,-0.843681,0.32435697,0.07457008
-29.100937,42720.812,-0.8442998,0.3247115,0.0745063
-29.100937,37913.14,-0.84483474,0.3253282,0.07444211
-29.100937,33222.35,-0.8450909,0.32624623,0.07429603
-29.100937,28693.623,-0.8452421,0.32747492,0.07406015
-29.100937,24370.568,-0.8457975,0.32920507,0.073812716
-29.100937,20294.82,-0.84694505,0.33141547,0.07370803
-29.100937,16505.63,-0.848558,0.33390272,0.07393923
-29.100937,13039.491,-0.8512541,0.33714613,0.075109944
-29.100937,9929.784,-0.8605658,0.3421747,0.07848196
-29.100937,7206.456,-0.87923735,0.34920788,0.08731063
-29.100937,4895.735,-0.84069,0.33885238,0.09585264
-29.100937,3019.874,-0.7875403,0.3131327,0.08098633
-29.100937,1596.9388,-0.79479903,0.3167451,0.077211566
-29.100937,640.6333,-0.82994694,0.35038126,0.07341957
-29.100937,160.16696,-0.66924495,0.47782865,0.03847435
-29.675295,99939.836,-0.85760254,0.32985365,0.08048732
-29.675295,99459.37,-0.85761815,0.32985666,0.080476925
-29.675295,98503.06,-0.8576476,0.32986316,0.08045647
-29.675295,97080.125,-0.8576881,0.32987273,0.08042537
-29.675295,95204.266,-0.857735,0.32988578,0.08038291
-29.675295,92893.55,-0.8577802,0.32990256,0.080328
-29.675295,90170.22,-0.85781497,0.32992232,0.08025929
-29.675295,87060.51,-0.8578296,0.32994398,0.08017426
-29.675295,83594.37,-0.8578204,0.32996354,0.0800708
-29.675295,79805.18,-0.85779226,0.32997343,0.07994651
-29.675295,75729.43,-0.8577667,0.32996473,0.07979974
-29.675295,71406.375,-0.8577742,0.3299312,0.07963114
-29.675295,66877.65,-0.8578439,0.3298786,0.07944519
-29.675295,62186.86,-0.85799605,0.32982734,0.07925243
-29.675295,57379.188,-0.8582474,0.32980117,0.07906772
-29.675295,52500.93,-0.8586212,0.32982576,0.07890722
-29.675295,47599.07,-0.85910624,0.32995597,0.07878067
-29.675295,42720.812,-0.8596685,0.3302721,0.078687236
-29.675295,37913.14,-0.86017895,0.33084273,0.07859458
-29.675295,33222.35,-0.8604279,0.33171368,0.078427784
-29.675295,28693.623,-0.86051726,0.33290064,0.07816863
-29.675295,24370.568,-0.8610219,0.33456656,0.07789499
-29.675295,20294.82,-0.8621884,0.33681396,0.07775147
-29.675295,16505.63,-0.8638981,0.33925843,0.077917136
-29.675295,13039.491,-0.8664114,0.342512,0.0789389
-29.675295,9929.784,-0.8751003,0.3473474,0.082045935
-29.675295,7206.456,-0.8941345,0.35465834,0.09048559
-29.675295,4895.735,-0.859386,0.34503502,0.099968314
-29.675295,3019.874,-0.8041822,0.3189509,0.085188195
-29.675295,1596.9388,-0.8106644,0.32190305,0.08134128
-29.675295,640.6333,-0.845387,0.35567755,0.07740293
-29.675295,160.16696,-0.67466855,0.48169342,0.040946998
-29.963863,99939.836,-0.8651108,0.33260795,0.0826121
-29.963863,99459.37,-0.8651253,0.332611,0.08260139
-29.963863,98503.06,-0.8651534,0.332617,0.082580075
-29.963863,97080.125,-0.8651919,0.33262676,0.08254758
-29.963863,95204.266,-0.8652375,0.33264002,0.08250365
-29.963863,92893.55,-0.86528134,0.33265755,0.08244713
-29.963863,90170.22,-0.8653175,0.33267942,0.08237691
-29.963863,87060.51,-0.8653359,0.33270445,0.08229107
-29.963863,83594.37,-0.8653346,0.33272868,0.08218755
-29.963863,79805.18,-0.86531967,0.33274502,0.08206436
-29.963863,75729.43,-0.86531395,0.3327432,0.08191986
-29.963863,71406.375,-0.86534816,0.33271575,0.08175365
-29.963863,66877.65,-0.8654473,0.33266586,0.08156908
-29.963863,62186.86,-0.86562437,0.33261335,0.08137443
-29.963863,57379.188,-0.8658849,0.3325854,0.0811836
-29.963863,52500.93,-0.86624575,0.33260658,0.08101264
-29.963863,47599.07,-0.8667049,0.33272696,0.080873124
-29.963863,42720.812,-0.8672354,0.33302644,0.080764174
-29.963863,37913.14,-0.8677269,0.3335763,0.08065532
-29.963863,33222.35,-0.86796945,0.33442512,0.08047641
-29.963863,28693.623,-0.86803246,0.33559355,0.080205254
-29.963863,24370.568,-0.8685019,0.3372279,0.07991836
-29.963863,20294.82,-0.869674,0.3394821,0.07975535
-29.963863,16505.63,-0.8714345,0.34191328,0.0798924
-29.963863,13039.491,-0.87388664,0.34517044,0.08084442
-29.963863,9929.784,-0.88227475,0.34991303,0.083823845
-29.963863,7206.456,-0.9013848,0.357339,0.09205718
-29.963863,4895.735,-0.8680778,0.3478675,0.10186392
-29.963863,3019.874,-0.81238097,0.32185125,0.08726992
-29.963863,1596.9388,-0.8184437,0.32446462,0.08338348
-29.963863,640.6333,-0.85299116,0.35830727,0.079374604
-29.963863,160.16696,-0.67738086,0.48363584,0.0421492
