Re,alpha_deg,CL,CD,CM
52500.93,29.675295,1.1526653,0.36917883,-0.17181183
47599.07,29.675295,1.2562028,0.37868378,-0.18524437
42720.812,29.675295,1.2612085,0.38047162,-0.18592773
37913.14,29.675295,1.2590594,0.38204357,-0.18569134
33222.35,29.675295,1.2619554,0.38411736,-0.18613741
28693.623,29.675295,1.2656604,0.38664994,-0.18693784
24370.568,29.675295,1.2689353,0.3891822,-0.18816948
20294.82,29.675295,1.2711265,0.39151993,-0.18953964
16505.63,29.675295,1.2724319,0.3945022,-0.19101344
13039.491,29.675295,1.2713459,0.39812022,-0.19335863
9929.784,29.675295,1.2687646,0.40123224,-0.19794534
7206.456,29.675295,1.2600207,0.40491232,-0.20455937
4895.735,29.675295,1.2255139,0.40248105,-0.20675963
3019.874,29.675295,1.1946601,0.3994085,-0.19411005
1596.9388,29.675295,1.1875247,0.3976901,-0.18467988
640.6333,29.675295,1.216659,0.42571718,-0.17449802
160.16696,29.675295,0.94785523,0.5443947,-0.109909475
99939.836,29.100937,0.9730709,0.3496329,-0.1464048
99459.37,29.100937,0.97115743,0.34951016,-0.1461601
98503.06,29.100937,0.9673511,0.34926772,-0.14567353
97080.125,29.100937,0.96168405,0.34891,-0.14494993
95204.266,29.100937,0.95416933,0.34844068,-0.14399166
92893.55,29.100937,0.94480866,0.34786314,-0.14279868
90170.22,29.100937,0.9335874,0.34717602,-0.14136685
87060.51,29.100937,0.92053545,0.34637728,-0.13969505
83594.37,29.100937,0.905839,0.34546724,-0.13779657
79805.18,29.100937,0.8899366,0.3444597,-0.13571273
75729.43,29.100937,0.87362593,0.34339842,-0.13352764
71406.375,29.100937,0.8587097,0.34241417,-0.13146237
66877.65,29.100937,0.8515739,0.34193912,-0.13034919
62186.86,29.100937,0.8735697,0.34332037,-0.13300575
57379.188,29.100937,0.96548814,0.34942403,-0.14481841
52500.93,29.100937,1.1309608,0.36189538,-0.1662502
47599.07,29.100937,1.2432194,0.37196308,-0.18082261
42720.812,29.100937,1.2489,0.37387124,-0.18163398
37913.14,29.100937,1.2464961,0.3754063,-0.18140651
33222.35,29.100937,1.2492076,0.3775084,-0.18190923
28693.623,29.100937,1.2525103,0.38012767,-0.18282668
24370.568,29.100937,1.2554346,0.38254574,-0.18417697
20294.82,29.100937,1.2574414,0.38496485,-0.18560305
16505.63,29.100937,1.2578564,0.38807458,-0.18714795
13039.491,29.100937,1.2562944,0.3915208,-0.18964778
9929.784,29.100937,1.253247,0.3945002,-0.19431978
7206.456,29.100937,1.2425119,0.39810708,-0.20074922
4895.735,29.100937,1.2069768,0.39689463,-0.20153135
3019.874,29.100937,1.177324,0.3915723,-0.18945111
1596.9388,29.100937,1.1707046,0.39029545,-0.1800714
640.6333,29.100937,1.2001214,0.41874364,-0.16980992
160.16696,29.100937,0.9439005,0.53788835,-0.10708191
99939.836,28.246323,0.9544114,0.33980435,-0.13959688
99459.37,28.246323,0.95259976,0.33968523,-0.13937172
98503.06,28.246323,0.94898,0.33945027,-0.1389225
97080.125,28.246323,0.9435465,0.3391028,-0.1382488
95204.266,28.246323,0.9362614,0.33864608,-0.13734671
92893.55,28.246323,0.92704886,0.33808404,-0.13620573
90170.22,28.246323,0.91582036,0.3374173,-0.13481192
87060.51,28.246323,0.90257144,0.33664677,-0.13315786
83594.37,28.246323,0.8875457,0.33577964,-0.13126221
79805.18,28.246323,0.8712997,0.33483112,-0.12917663
75729.43,28.246323,0.85457736,0.3338321,-0.12697417
71406.375,28.246323,0.838443,0.33286265,-0.12477469
66877.65,28.246323,0.8271068,0.33221695,-0.12312123
62186.86,28.246323,0.8395789,0.33303252,-0.12451598
57379.188,28.246323,0.9238512,0.33836624,-0.1352935
52500.93,28.246323,1.0969713,0.3507884,-0.1577014
47599.07,28.246323,1.222658,0.361682,-0.17404793
42720.812,28.246323,1.2297667,0.36376595,-0.17511362
37913.14,28.246323,1.2269045,0.36527148,-0.17489378
33222.35,28.246323,1.2291789,0.3675538,-0.17550115
28693.623,28.246323,1.2321024,0.37016496,-0.17662011
24370.568,28.246323,1.234366,0.37246972,-0.17810397
20294.82,28.246323,1.235981,0.3750034,-0.17959191
16505.63,28.246323,1.2351514,0.37824515,-0.18125679
13039.491,28.246323,1.2327691,0.38142186,-0.18404374
9929.784,28.246323,1.2292329,0.38428172,-0.1888148
7206.456,28.246323,1.2151332,0.38733,-0.19481067
4895.735,28.246323,1.1734052,0.3869884,-0.19216198
3019.874,28.246323,1.150677,0.37965095,-0.18233016
1596.9388,28.246323,1.1450416,0.3790358,-0.17302622
640.6333,28.246323,1.1739924,0.4080642,-0.16249892
160.16696,28.246323,0.9373975,0.5272485,-0.10265864
99939.836,27.119678,0.9322586,0.3268486,-0.13078108
99459.37,27.119678,0.9306217,0.32673225,-0.13058734
98503.06,27.119678,0.92733485,0.32650134,-0.13019858
97080.125,27.119678,0.9223548,0.32615688,-0.1296102
95204.266,27.119678,0.9155748,0.3256996,-0.12880856
92893.55,27.119678,0.9068014,0.32512975,-0.12776853
90170.22,27.119678,0.89577967,0.32444912,-0.12645483
87060.51,27.119678,0.88233656,0.32366633,-0.12483736
83594.37,27.119678,0.8666561,0.3228027,-0.12292442
79805.18,27.119678,0.8494913,0.32189152,-0.120789185
75729.43,27.119678,0.83193,0.32096803,-0.11854141
71406.375,27.119678,0.81481093,0.32007137,-0.11626381
66877.65,27.119678,0.80007327,0.31934518,-0.11419421
62186.86,27.119678,0.80154294,0.31958163,-0.11414176
57379.188,27.119678,0.87134105,0.3237713,-0.12298573
52500.93,27.119678,1.0491551,0.33573645,-0.14600779
47599.07,27.119678,1.1933284,0.3476392,-0.1648375
42720.812,27.119678,1.2029458,0.34996325,-0.1663182
37913.14,27.119678,1.1992853,0.3516822,-0.16612688
33222.35,27.119678,1.2011242,0.3542237,-0.16693573
28693.623,27.119678,1.2036641,0.3566189,-0.16832064
24370.568,27.119678,1.2053019,0.35899758,-0.16994123
20294.82,27.119678,1.2055479,0.3616406,-0.17150109
16505.63,27.119678,1.2034737,0.36477283,-0.17335603
13039.491,27.119678,1.199687,0.36767673,-0.17657095
9929.784,27.119678,1.1956924,0.37045956,-0.18145642
7206.456,27.119678,1.1761234,0.37162763,-0.1866369
4895.735,27.119678,1.1208146,0.36815265,-0.17844115
3019.874,27.119678,1.1141018,0.36351445,-0.17263557
1596.9388,27.119678,1.1101234,0.36380383,-0.16341263
640.6333,27.119678,1.1368625,0.39350387,-0.15226631
160.16696,27.119678,0.9289151,0.5120277,-0.096580125
99939.836,25.73186,0.90715295,0.31070456,-0.119975045
99459.37,25.73186,0.9057457,0.31059763,-0.11982177
98503.06,25.73186,0.9029137,0.31038275,-0.11951379
97080.125,25.73186,0.8986013,0.31005627,-0.119044356
95204.266,25.73186,0.89266205,0.30961207,-0.118395664
92893.55,25.73186,0.8848278,0.30904046,-0.117533036
90170.22,25.73186,0.874669,0.30833268,-0.11639929
87060.51,25.73186,0.861717,0.30749157,-0.114927284
83594.37,25.73186,0.8457533,0.3065479,-0.11307435
79805.18,25.73186,0.82734805,0.30557165,-0.11088725
75729.43,25.73186,0.80800533,0.30464765,-0.10852303
71406.375,25.73186,0.789338,0.30383438,-0.1061506
66877.65,25.73186,0.77255684,0.30317876,-0.10389564
62186.86,25.73186,0.765082,0.30307007,-0.10270796
57379.188,25.73186,0.81323993,0.30592743,-0.108713865
52500.93,25.73186,0.9882044,0.3168756,-0.13143629
47599.07,25.73186,1.1557522,0.3298647,-0.15343472
42720.812,25.73186,1.1670294,0.3327035,-0.1552733
37913.14,25.73186,1.1628996,0.3349111,-0.15525746
33222.35,25.73186,1.1648685,0.3373967,-0.15641294
28693.623,25.73186,1.1665238,0.3397065,-0.15800893
24370.568,25.73186,1.1671443,0.34207404,-0.15967551
20294.82,25.73186,1.1653305,0.3448432,-0.16139708
16505.63,25.73186,1.1620737,0.3475392,-0.16364159
13039.491,25.73186,1.156739,0.35013923,-0.16721457
9929.784,25.73186,1.1506189,0.3527361,-0.17225778
7206.456,25.73186,1.1246088,0.3505696,-0.17617661
4895.735,25.73186,1.0714937,0.3464496,-0.16571188
3019.874,25.73186,1.0671299,0.34310445,-0.16032068
1596.9388,25.73186,1.0655861,0.3446896,-0.1511419
640.6333,25.73186,1.0875038,0.37484226,-0.1388669
160.16696,25.73186,0.9200485,0.49270445,-0.08895271
99939.836,24.096226,0.8836632,0.291219,-0.10769252
99459.37,24.096226,0.8825632,0.29114753,-0.10759258
98503.06,24.096226,0.8803343,0.2910004,-0.10738987
97080.125,24.096226,0.8768975,0.2907654,-0.10707563
95204.266,24.096226,0.8720812,0.2904242,-0.10662948
92893.55,24.096226,0.8655688,0.2899498,-0.10601241
90170.22,24.096226,0.8568529,0.28931057,-0.10515944
87060.51,24.096226,0.84525216,0.2884809,-0.10397905
83594.37,24.096226,0.8300907,0.28746408,-0.102371566
79805.18,24.096226,0.811232,0.28632933,-0.1002928
75729.43,24.096226,0.7898325,0.28522786,-0.097852044
71406.375,24.096226,0.7683149,0.2843425,-0.095316015
66877.65,24.096226,0.7491966,0.28379267,-0.092966326
62186.86,24.096226,0.7366101,0.28371918,-0.091292456
57379.188,24.096226,0.7632812,0.28562802,-0.09459792
52500.93,24.096226,0.9327886,0.295741,-0.11673389
47599.07,24.096226,1.115881,0.3097494,-0.14101961
42720.812,24.096226,1.1214377,0.31254816,-0.1423442
37913.14,24.096226,1.1183827,0.31481236,-0.14281276
33222.35,24.096226,1.1198086,0.317322,-0.1442946
28693.623,24.096226,1.1204079,0.31952757,-0.14598206
24370.568,24.096226,1.1186489,0.321877,-0.14775713
20294.82,24.096226,1.1152197,0.32441628,-0.1498157
16505.63,24.096226,1.1099333,0.32672843,-0.15266393
13039.491,24.096226,1.1040072,0.3288118,-0.1564289
9929.784,24.096226,1.0931785,0.3306727,-0.16113214
7206.456,24.096226,1.0591732,0.32594818,-0.16367324
4895.735,24.096226,1.0130429,0.32107988,-0.15102853
3019.874,24.096226,1.0099406,0.31865582,-0.14554775
1596.9388,24.096226,1.0114938,0.32211503,-0.13635051
640.6333,24.096226,1.0236801,0.35192153,-0.12227167
160.16696,24.096226,0.90912646,0.4705191,-0.07983997
99939.836,22.228535,0.84501386,0.2670486,-0.092646636
99459.37,22.228535,0.8447431,0.26707807,-0.09265964
98503.06,22.228535,0.84420425,0.26713368,-0.09268781
97080.125,22.228535,0.8433756,0.26720676,-0.092731684
95204.266,22.228535,0.8421533,0.2672795,-0.0927828
92893.55,22.228535,0.8402961,0.26732203,-0.09281621
90170.22,22.228535,0.837355,0.26728892,-0.09278119
87060.51,22.228535,0.83262205,0.26711917,-0.092593364
83594.37,22.228535,0.8251194,0.26674598,-0.09212845
79805.18,22.228535,0.8138013,0.26612756,-0.09123852
75729.43,22.228535,0.7982315,0.2653033,-0.08982519
71406.375,22.228535,0.7793538,0.26443505,-0.08794057
66877.65,22.228535,0.75921714,0.26377136,-0.085775174
62186.86,22.228535,0.74130183,0.26362246,-0.08370934
57379.188,22.228535,0.7515617,0.265272,-0.085115366
52500.93,22.228535,0.9016615,0.27472588,-0.105042875
47599.07,22.228535,1.064676,0.28687903,-0.12721385
42720.812,22.228535,1.0683922,0.2894385,-0.12871608
37913.14,22.228535,1.064945,0.29167005,-0.12953812
33222.35,22.228535,1.0653387,0.29389033,-0.13119069
28693.623,22.228535,1.063591,0.29605404,-0.13305424
24370.568,22.228535,1.0601139,0.29836038,-0.13518469
20294.82,22.228535,1.0547531,0.3004384,-0.13781537
16505.63,22.228535,1.0477169,0.3022643,-0.14097546
13039.491,22.228535,1.0396682,0.3038439,-0.14499584
9929.784,22.228535,1.0227692,0.30353937,-0.14864095
7206.456,22.228535,0.97925943,0.30039668,-0.14656274
4895.735,22.228535,0.94380116,0.29199886,-0.13419968
3019.874,22.228535,0.94363576,0.29106262,-0.12874289
1596.9388,22.228535,0.94920677,0.2967294,-0.11943002
640.6333,22.228535,0.9383084,0.3259778,-0.102425694
160.16696,22.228535,0.8770356,0.44617006,-0.067851044
99939.836,20.146769,0.79654294,0.24390537,-0.07852196
99459.37,20.146769,0.79607725,0.2438588,-0.07848778
98503.06,20.146769,0.795359,0.24377546,-0.078445606
97080.125,20.146769,0.7947263,0.24367307,-0.07843828
95204.266,20.146769,0.79450786,0.24357355,-0.078509435
92893.55,20.146769,0.7948841,0.24349631,-0.078687266
90170.22,20.146769,0.7957868,0.24345417,-0.07897424
87060.51,20.146769,0.7969013,0.24344952,-0.079348885
83594.37,20.146769,0.7976918,0.2434721,-0.07977033
79805.18,20.146769,0.7975436,0.2435037,-0.08019253
75729.43,20.146769,0.79607815,0.24353828,-0.08059264
71406.375,20.146769,0.7933422,0.24360193,-0.08096152
66877.65,20.146769,0.7877088,0.24368435,-0.080998525
62186.86,20.146769,0.77360505,0.24367742,-0.07985959
57379.188,20.146769,0.7594463,0.24415275,-0.078600764
52500.93,20.146769,0.82901466,0.24911407,-0.08857955
47599.07,20.146769,0.9831591,0.25945312,-0.11032606
42720.812,20.146769,1.00865,0.26298812,-0.11515322
37913.14,20.146769,1.0030524,0.26485738,-0.116185896
33222.35,20.146769,1.0011094,0.2671715,-0.118243
28693.623,20.146769,0.9975159,0.26926482,-0.12058337
24370.568,20.146769,0.9920176,0.2710962,-0.12308332
20294.82,20.146769,0.984352,0.2726266,-0.125874
16505.63,20.146769,0.9755001,0.27363777,-0.12931208
13039.491,20.146769,0.9627502,0.27401483,-0.13257599
9929.784,20.146769,0.9344467,0.2721209,-0.13456489
7206.456,20.146769,0.8673027,0.26181206,-0.11988261
4895.735,20.146769,0.86791766,0.26028058,-0.11618718
3019.874,20.146769,0.87018627,0.26098356,-0.11044328
1596.9388,20.146769,0.88184386,0.26878467,-0.101213
640.6333,20.146769,0.83599293,0.29867148,-0.08070814
160.16696,20.146769,0.8115583,0.42252022,-0.053695615
99939.836,17.87098,1.4633397,0.14757992,-0.024143636
99459.37,17.87098,1.4624804,0.14770511,-0.024080213
98503.06,17.87098,1.4606335,0.1479526,-0.023951134
97080.125,17.87098,1.4575291,0.14831653,-0.023752356
95204.266,17.87098,1.4527292,0.1487859,-0.023479436
92893.55,17.87098,1.4456136,0.14934523,-0.023130974
90170.22,17.87098,1.4354285,0.14997895,-0.022711452
87060.51,17.87098,1.421563,0.15068118,-0.022230763
83594.37,17.87098,1.4043823,0.15145917,-0.021711502
79805.18,17.87098,1.3856335,0.15240712,-0.021314636
75729.43,17.87098,1.3609701,0.15416554,-0.021811642
71406.375,17.87098,1.3104197,0.15729018,-0.026724163
66877.65,17.87098,0.88569534,0.21948607,-0.085260324
62186.86,17.87098,0.8289347,0.22298022,-0.08134592
57379.188,17.87098,0.81079656,0.22316293,-0.080157876
52500.93,17.87098,0.82682484,0.22429994,-0.08306016
47599.07,17.87098,0.91460973,0.22983965,-0.09638666
42720.812,17.87098,0.93961936,0.2328896,-0.101896055
37913.14,17.87098,0.9346777,0.23475698,-0.103859335
33222.35,17.87098,0.93203205,0.2367466,-0.10638366
28693.623,17.87098,0.92614645,0.23856084,-0.10892964
24370.568,17.87098,0.9170356,0.2398978,-0.11169173
20294.82,17.87098,0.9063361,0.2407282,-0.11462718
16505.63,17.87098,0.892302,0.24098815,-0.117367215
13039.491,17.87098,0.86781603,0.23996373,-0.11942479
9929.784,17.87098,0.8224877,0.23566493,-0.11398492
7206.456,17.87098,0.786684,0.22687727,-0.10170874
4895.735,17.87098,0.78805685,0.22662021,-0.09741098
3019.874,17.87098,0.79245967,0.22932512,-0.091342814
1596.9388,17.87098,0.80618364,0.23941213,-0.08236437
640.6333,17.87098,0.75694674,0.270935,-0.06307942
160.16696,17.87098,0.76964194,0.40438426,-0.046711706
99939.836,15.423082,1.400263,0.116124295,-0.035582077
99459.37,15.423082,1.4007523,0.11622309,-0.035603967
98503.06,15.423082,1.4017317,0.11642327,-0.035649076
97080.125,15.423082,1.4032034,0.1167302,-0.03571947
95204.266,15.423082,1.4051616,0.117151216,-0.0358166
92893.55,15.423082,1.407581,0.117694974,-0.03593972
90170.22,15.423082,1.4103991,0.118370734,-0.03608306
87060.51,15.423082,1.4134829,0.11918759,-0.036234308
83594.37,15.423082,1.4165926,0.12015366,-0.036379904
79805.18,15.423082,1.4193765,0.121279724,-0.036509287
75729.43,15.423082,1.4214532,0.12258746,-0.03660657
71406.375,15.423082,1.4226185,0.12410899,-0.03664828
66877.65,15.423082,1.4230509,0.12583338,-0.03665905
62186.86,15.423082,1.4229666,0.12754966,-0.036596105
57379.188,15.423082,1.4252131,0.12867823,-0.036085445
52500.93,15.423082,1.4207623,0.131767,-0.036562905
47599.07,15.423082,1.420892,0.13361348,-0.033559624
42720.812,15.423082,0.95204115,0.18018806,-0.074930444
37913.14,15.423082,0.876439,0.19835518,-0.09285244
33222.35,15.423082,0.86231107,0.20106329,-0.09609725
28693.623,15.423082,0.8484482,0.20290704,-0.09915171
24370.568,15.423082,0.8328312,0.20427458,-0.10155448
20294.82,15.423082,0.8123592,0.20473257,-0.10379185
16505.63,15.423082,0.7856176,0.203615,-0.10473789
13039.491,15.423082,0.74449414,0.19902183,-0.09943299
9929.784,15.423082,0.7016422,0.19040026,-0.08631315
7206.456,15.423082,0.7017166,0.19027612,-0.08231686
4895.735,15.423082,0.704037,0.19196191,-0.07790651
3019.874,15.423082,0.7099225,0.19700848,-0.07197571
1596.9388,15.423082,0.72226596,0.20932063,-0.064271525
640.6333,15.423082,0.6905714,0.2438129,-0.050310925
160.16696,15.423082,0.7337442,0.38445702,-0.04478913
99939.836,12.826653,1.3128904,0.090038724,-0.05363789
99459.37,12.826653,1.31287,0.09007671,-0.05362974
98503.06,12.826653,1.3128393,0.09015375,-0.053614594
97080.125,12.826653,1.3128161,0.090271786,-0.053593915
95204.266,12.826653,1.3128319,0.09043388,-0.053570244
92893.55,12.826653,1.3129356,0.090644374,-0.053546645
90170.22,12.826653,1.3131926,0.09090902,-0.05352709
87060.51,12.826653,1.3136951,0.091236815,-0.05351706
83594.37,12.826653,1.3145562,0.09164283,-0.053527534
79805.18,12.826653,1.3158913,0.09215383,-0.053577363
75729.43,12.826653,1.3177892,0.0928163,-0.053695004
71406.375,12.826653,1.32017,0.09369969,-0.05391377
66877.65,12.826653,1.3223999,0.094876036,-0.054269753
62186.86,12.826653,1.3232496,0.096345305,-0.054803576
57379.188,12.826653,1.326744,0.09808038,-0.05572101
52500.93,12.826653,1.3368548,0.10100515,-0.05869116
47599.07,12.826653,1.3563207,0.104762614,-0.058197636
42720.812,12.826653,1.1574585,0.11734638,-0.059338547
37913.14,12.826653,0.8656701,0.14896974,-0.07689982
33222.35,12.826653,0.7763465,0.16239336,-0.09097637
28693.623,12.826653,0.7485046,0.1636348,-0.09168983
24370.568,12.826653,0.7211753,0.16338313,-0.09192714
20294.82,12.826653,0.68863773,0.16141306,-0.0897942
16505.63,12.826653,0.62742156,0.15397118,-0.07641809
13039.491,12.826653,0.6152618,0.15207048,-0.07136914
9929.784,12.826653,0.6135911,0.15274255,-0.06821608
7206.456,12.826653,0.6133131,0.15453728,-0.064752415
4895.735,12.826653,0.6150518,0.1579852,-0.060558744
3019.874,12.826653,0.6194455,0.16487777,-0.055346902
1596.9388,12.826653,0.6275594,0.17985632,-0.049267415
640.6333,12.826653,0.6048956,0.21806346,-0.0394388
160.16696,12.826653,0.65704197,0.3627538,-0.041490104
99939.836,10.106695,1.2452085,0.07629853,-0.08744284
99459.37,10.106695,1.2451044,0.07636308,-0.08745099
98503.06,10.106695,1.2448803,0.076493196,-0.08746557
97080.125,10.106695,1.2444981,0.07669076,-0.08748246
95204.266,10.106695,1.2438941,0.07695868,-0.087494604
92893.55,10.106695,1.2429636,0.07730096,-0.08749013
90170.22,10.106695,1.2415375,0.07772267,-0.087450445
87060.51,10.106695,1.2393482,0.078231126,-0.087348565
83594.37,10.106695,1.2359753,0.07883856,-0.08714848
79805.18,10.106695,1.230791,0.07956994,-0.08681118
75729.43,10.106695,1.2230364,0.08048054,-0.08631179
71406.375,10.106695,1.2125188,0.08167561,-0.085675575
66877.65,10.106695,1.2010199,0.08327352,-0.08502171
62186.86,10.106695,1.1815169,0.08522497,-0.083972774
57379.188,10.106695,1.111443,0.088065214,-0.07984932
52500.93,10.106695,0.9712303,0.0972416,-0.077242434
47599.07,10.106695,0.8919687,0.105601504,-0.078593425
42720.812,10.106695,0.7995225,0.113389045,-0.08089512
37913.14,10.106695,0.6887333,0.121101655,-0.08346371
33222.35,10.106695,0.6337271,0.12229587,-0.08448687
28693.623,10.106695,0.6050327,0.12101929,-0.08094714
24370.568,10.106695,0.5524092,0.11683493,-0.06991375
20294.82,10.106695,0.5250711,0.11467506,-0.06293339
16505.63,10.106695,0.52248013,0.11511825,-0.060443576
13039.491,10.106695,0.52127683,0.11614983,-0.05793871
9929.784,10.106695,0.5192712,0.1180321,-0.05520529
7206.456,10.106695,0.5169978,0.121177934,-0.05201875
4895.735,10.106695,0.5159076,0.12636793,-0.048210386
3019.874,10.106695,0.5161883,0.13496105,-0.04376677
1596.9388,10.106695,0.5178652,0.15257725,-0.03922227
640.6333,10.106695,0.49748617,0.19490358,-0.032375474
160.16696,10.106695,0.5436285,0.34604192,-0.0372465
99939.836,7.2894053,1.01777,0.056694344,-0.09659692
99459.37,7.2894053,1.0174295,0.056757104,-0.09659385
98503.06,7.2894053,1.0167218,0.056884546,-0.09658669
97080.125,7.2894053,1.0155915,0.057080768,-0.09657289
95204.266,7.2894053,1.0139477,0.057352513,-0.096548446
92893.55,7.2894053,1.0116453,0.057709426,-0.096506245
90170.22,7.2894053,1.0084673,0.058164854,-0.09643381
87060.51,7.2894053,1.0040747,0.05873535,-0.096306704
83594.37,7.2894053,0.9979522,0.05944094,-0.09607994
79805.18,7.2894053,0.98936075,0.060307126,-0.09568165
75729.43,7.2894053,0.9773348,0.061377805,-0.09503554
71406.375,7.2894053,0.96011287,0.062746696,-0.094080456
66877.65,7.2894053,0.93148696,0.06459806,-0.092460565
62186.86,7.2894053,0.88200897,0.06734767,-0.08969677
57379.188,7.2894053,0.82493067,0.07127481,-0.08715393
52500.93,7.2894053,0.772436,0.07600399,-0.085846566
47599.07,7.2894053,0.7200903,0.08081809,-0.08509204
42720.812,7.2894053,0.665764,0.084729895,-0.084883794
37913.14,7.2894053,0.575442,0.08680711,-0.08132439
33222.35,7.2894053,0.41076273,0.082492344,-0.05778775
28693.623,7.2894053,0.4136894,0.08211347,-0.05727035
24370.568,7.2894053,0.4140159,0.082715966,-0.05619527
20294.82,7.2894053,0.41105807,0.08363195,-0.054300144
16505.63,7.2894053,0.40825358,0.084823914,-0.05223162
13039.491,7.2894053,0.40496826,0.086469956,-0.049860336
9929.784,7.2894053,0.40170798,0.089023165,-0.04717647
7206.456,7.2894053,0.39911607,0.09303739,-0.044104252
4895.735,7.2894053,0.3971802,0.09933023,-0.040777773
3019.874,7.2894053,0.39459145,0.10960845,-0.03742912
1596.9388,7.2894053,0.38944265,0.12963296,-0.03425192
640.6333,7.2894053,0.3761767,0.17440994,-0.030376766
160.16696,7.2894053,0.40595704,0.33410165,-0.035669807
99939.836,4.401914,0.7649355,0.038685024,-0.102258824
99459.37,4.401914,0.7644848,0.038751338,-0.10225432
98503.06,4.401914,0.76353794,0.03888585,-0.102239914
97080.125,4.401914,0.7619962,0.039092496,-0.102203205
95204.266,4.401914,0.7596943,0.039377585,-0.10212349
92893.55,4.401914,0.7563806,0.039750487,-0.10196981
90170.22,4.401914,0.75170994,0.040225618,-0.10170237
87060.51,4.401914,0.7452633,0.040826224,-0.10128446
83594.37,4.401914,0.73659515,0.04158974,-0.10070141
79805.18,4.401914,0.7251351,0.042569395,-0.09995324
75729.43,4.401914,0.7095281,0.04381858,-0.09892155
71406.375,4.401914,0.6875181,0.04537907,-0.09730705
66877.65,4.401914,0.6590949,0.047293868,-0.09518045
62186.86,4.401914,0.6274892,0.049576417,-0.09313609
57379.188,4.401914,0.5949456,0.052132934,-0.0913109
52500.93,4.401914,0.5612726,0.05472995,-0.089301385
47599.07,4.401914,0.5247441,0.057196412,-0.086830385
42720.812,4.401914,0.48313692,0.059425835,-0.08370109
37913.14,4.401914,0.43186703,0.061018914,-0.0792531
33222.35,4.401914,0.333871,0.0593306,-0.0645345
28693.623,4.401914,0.26397127,0.05777227,-0.051155355
24370.568,4.401914,0.26587522,0.058746867,-0.05027991
20294.82,4.401914,0.26479742,0.05988998,-0.048589937
16505.63,4.401914,0.26375395,0.061423115,-0.046819527
13039.491,4.401914,0.26208827,0.06364032,-0.044902828
9929.784,4.401914,0.25938803,0.06684464,-0.04275875
7206.456,4.401914,0.25546682,0.071515255,-0.040346283
4895.735,4.401914,0.25134557,0.07867494,-0.037813917
3019.874,4.401914,0.24746332,0.09038358,-0.035264693
1596.9388,4.401914,0.24246767,0.11213968,-0.03306791
640.6333,4.401914,0.23496889,0.15944943,-0.031697895
160.16696,4.401914,0.2546267,0.32518476,-0.037147272
99939.836,1.4720303,0.4815839,0.026490495,-0.1022045
